Comments,sentiment_label,sentiment_score,sentiment_numeric
"Very much liked your review. Interesting perspectives and balanced. 
Apple is probably also, apart from stirring up developers, testing the waters to see in what scenarios people use it most: office use, outdoor/travelling scenarios, ...). 

What I however think I -- or you(r team)-- missed is the screen duplication. I believe other reviewers say that the vision pro, connected to steam vr on a Microsoft machine, can do multiple screens. This is for professional use very exciting as it is the best vr display around. Being able to zone out of any office environment with multiple virtual screens is very appealing to me (unlike the rest of the use cases), here I want complete and utter focus and no distractions while still being physically 'reachable' by people. In the review it says it isn't as sharp as another screen, but, after reviewing the bit several times this is, compared to the best around. Well most dual set-ups in an office also pale to the best around...",Positive,0.6579012871,1
Viral video rightly shows how Microsoft's HoloLens is way ahead of Apple's Vision Pro,Negative,0.9036405087,-1
Vision Pro 2 Set For 2026 As Apple Making Cheaper Headset First,Neutral,0.9957174659,0
Vision Pro demo experience in Apple Stores: Everything to expect,Positive,0.6953256726,1
Vision Pro is being used by surgeons.,Neutral,0.8749786019,0
Vision Pro Review: Apple’s First Headset Lacks Polish and Purpose,Neutral,0.5647717714,0
visionOS gives us a closer look at what we'll see with Apple Vision Pro [Gallery],Neutral,0.8271635771,0
Vission pro,Positive,0.6811847091,1
"Wait.. I just realized something. When he said hooking it up to your Mac is just a screen.. imagine if..

This could bring back headless MacBooks. All those ones with bad displays but everything else works you could just to that into an overall sling and wear the vision pro and use the desktop without having to haul around your expensive MacBook with a working display. 

Who knows",Neutral,0.8634095192,0
"Waiting for this moment, Finally he uploaded an apple vision pro review. I actually buy things based on his reviews.",Neutral,0.9914546013,0
"waiting for this to get thinner, have longer battery life and faster processor.   Once those things are met, I think it can easily replace a macbook pro, the iphone and ipad all in one go.",Neutral,0.936060667,0
Watching the vision pro review with using the vision pro and verifying the facts of the video,Neutral,0.9585267305,0
watching this on an apple vision,Neutral,0.9925837517,0
Watching this on my Apple Vision Pro🤿,Neutral,0.9854750633,0
We need an avp app that lets you teleport into exotic locations around the world with audio as if you are there. Imagine teleporting in the avp to a beach and see and hear your surroundings as if you are present at that location in real time.,Positive,0.9171293378,1
"Well yea, it's an AR headset
But not VR",Neutral,0.9569639564,0
"Well, there is a reason its called Apple Vision, not MyVision or even iVision",Neutral,0.937559545,0
"what an incredible and well thought-out video. i always wanted to buy one, but also knew that i didnt need it, or it was just a prototype. definetly needed someone to tell me to wait.",Positive,0.7744489312,1
"What if I wear glasses 🤓 , so will it adjust the view according to my glasses number ??",Neutral,0.8343378305,0
"What is so funny about the Apple Vision Pro is that every comment of opinion I have of online of the product has come under fire with the saying ""You are not the target customer."" The funny part is, I have an iPhone, an M3 Mac, Apple Watch, and the ear buds. I am also a developer under NDA and an inventor's contract. So this is made for a Developer Inspiration?",Neutral,0.7326323986,0
When apple applies this ar into glasses is when i'll even consider it,Neutral,0.9528205395,0
"While I do agree with most of the review, I can't agree in general with the loneliness part. Apple Vision Pro is very lonely experience, yes. But it is not the rule for all headsets and it is possible to be changed for the Apple's one too. Quest's ecosystem for example is very social, you can teleport to other user virtual room, straight in the main environment\home screen. You have 3d representation, positional audio from each of your online friends. While yes, I'm talking about online, not offline mode. In offline it is more like a party toy, that's all. At least it is easier to have fun in parties to play some games or fun experience, than try to show off work environment or high res movie in Apple Vision Pro. Sometimes we play golf on one headset, passing it around between people

And I want to add-  for online things it is more connecting than webcams or regular gaming. You feel the presence of another person. That's unique feeling. While I've never tried Apple Vision Pro, it seems like their facetime doesn't scratch that niche. Right now Apple Vision Pro doesn't add social value to people. But others headsets can do.",Negative,0.8698233962,-1
"While some may say the Apple Vision Pro has insane pricing, it may just be a matter of combining new tech. Consider for instance, the Z Fold costs around $2,000. And this houses a laptop grade chip. Not exactly crazy.",Neutral,0.9824307561,0
"whit apple vision pro we can connect it whit a macbook and have many screen we want, a developper need a lot of screen or an ultrawide",Positive,0.9634080529,1
Who else has been waitng for this guy to upload the apple vision pro video since it launched,Neutral,0.9782375693,0
Who else was waiting for @mrwwhosetheboss Review on Apple vision pro ?,Neutral,0.9734531641,0
"Who is in charge of how YouTube works on the Apple Vision Pro? Is that Apple's doing, or is that Google's?  (Hint: apps owned by other companies are not made by Apple)

It makes sense to me that Google would want to limit how their product is used on competing hardware products, so that you'll want their product, instead (while Google Glass may have failed because it was way ahead of its time, modifications based on the success of the Apple Vision Pro would allow Google to create a competing product based on their previous iterations with new modifications; therefore, Google no surprise that Google limited their software on hardware they think could be eventual competition).

That being said, I really appreciate this thorough review of the product. I think you hit the nail on the head in that this product is designed to excite people for a 2nd generation product that solves the bigger issues over the next couple of years through research and development that was funded by the first generation product.",Neutral,0.8500619531,0
why can’t apple make a virtual floating mouse to use with vision pro?,Neutral,0.9688078761,0
"Why is no one actually addressing the issue of the vision pro glass cracking in the middle? Like all the other issues we could say is something to expect from a gen one too early product. But for a 4000 dollar hardware, the durability being questionable should be a major concern.",Negative,0.9002385139,-1
Why the iPad is misunderstood,Neutral,0.9540345073,0
Why Tim Cook Is Going All In on the Apple Vision Pro & First Photo Of Him Wearing It,Positive,0.746052742,1
will be a top quality experience on vision pro,Positive,0.8926542997,1
Will it help Visually Impaired?,Neutral,0.970891118,0
With how much info I have on the device it is mainly made for multitasking or you could say easytasking like a lazy way to do things but it's kind of also made for common people who are just trying to consume media but not really it's a great step into the future which is something new for apple to do since some time and they need appreciation for this,Positive,0.6336231828,1
"With the 1st generation of the Vision Pro (maybe even 2nd gen as well) - the only thing Apple selling (Infact, successfully sold) is the idea of it for future Vision Pro's, not the 1st or 2nd gens.",Neutral,0.9704219699,0
with the passthrough the headset is doing all that for both eyes,Positive,0.8547651768,1
"Without mentioning the repairability, at a 3500 price tag, this is a killer for most people, not being able to repair anything except the front glass the frame and the battery , Apples policy enforcement with a product like this simply isn't logical.",Neutral,0.7899683118,0
Woah the Vision Pro looks awesome and I love your review😊,Positive,0.9951943755,1
"Woah! Finally an apple vision Pro review👌👌
Edit: btw does it actually hurt your eyes after using it🤔🤔",Neutral,0.7256658077,0
Would you believe that as per rumors iOS 18 may be inspired from Vision OS 1.1 we may no longer get the light mode dark mode distinction due to this glassy design?,Neutral,0.9844893217,0
"Wow, you finally uploaded this video? I guess you were too busy watching everyone else's videos on the Vision Pro. 😂",Neutral,0.7708056569,0
Yea the fact that it can take a detailed image of you and use it as an avatar makes it kind of “over the top” now with AI being Apple’s focus… I don’t think I find myself getting this or anything that can know more about me than I do 👀😂,Neutral,0.3826365769,0
"Yeah in context of third party software the quest is more accessible...And for a simple reason 

Apple Vision Pro runs on ""Vision OS"" 

But the Quest however is just android. I don't think they are calling it Quest OS",Positive,0.8638011813,1
"Yeah, it definitely has potential. But as for now, Apple Vision Pro and Humane AI Pin are in the running for the worst product of the year. People are selling their Vision Pro at eBay on massive discounts. In short, they are ashamed to be associate with this product.",Negative,0.9922349453,-1
Yep. I bought one. When I walked into the Apple Store for my demo and told the person I was a developer you could practically see the thought bubble.  “Aha. We’ve got you!”,Neutral,0.7830729485,0
Yess! My favourite Youtuber reviewing about the Vision pro! believing in *AMWKToken* was great! Happy for the headsup,Positive,0.6250593662,1
YESS!!! I've been looking forward to this so much since the day the Vision Pro came out!,Positive,0.978721261,1
you can lock apple vision pro in a box for few days too ya know,Neutral,0.7649359107,0
"You hit the nail on the head with that ""you do what Apple will let you do"" part, and I feel like Meta has a similar issue - and it's holding both of them back!
Imagine if the internet never had been a network of random computers that use open protocols to talk to each other. We'd have something like ""CompuServe"", where the internet was exactly what one company envisioned it to be, with no browser competition (we used to have that...), no thousands of start-ups and private citizens sharing their ideas in the same network, mostly independent of each other.
VR and AR need there ""internet"" moment, which simply cannot happen in a walled garden. I have a Quest 3, but the last thing I'd ever use it for is the ""metaverse"". With its limitations, it's just a workout device for me. And both Meta and Apple make it very hard for people who have VR headsets to pull their friends and family into the world of VR. They are so afraid of losing absolute control that they are suffocating their own product. It's revolutionary technology by companies that don't want a revolution.",Negative,0.7778461576,-1
"You'll need an appointment, a head scan, and prescription data to buy an Apple Vision Pro",Neutral,0.991299808,0
"Your video is great, the apple vision pro is NOT.",Negative,0.9966709018,-1
"You're absolutely correct about Apple wanting to control the output of any of their devices. If you follow the history of iPhone software vs hardware features, Apple always put their new code on the main camera, and won't let you use new features on other cameras until they've evolved to the point at which Apple gives the green light. So they're not just worried about someone saying ""eew, bad ultrawide shot, bro!"" they're worried about any of their cool software tricks getting branded with that. 

Sort of makes sense. Every HW and SW elements improves with most new generations at most tech companies. But Apple seems to understand that each iPhone is a separate thing, but software features with product names (SIRI, Portrait Mode, Cinematic Mode, ProRAW, ProRes, ) live on.",Negative,0.6514399648,-1
You're right. I returned mine after a week. The best tech demo ever but too cumbersome and annoying to actually use to be practical. I could maybe look past it at $1500 or less but at $3500 it needs to be superb. I'll wait at least 2 or 3 generations to try again if this product line still exists then.,Positive,0.4030069411,1
"YouTube, Spotify join Netflix with No Launch Apps for Apple Vision Pro AR headset",Neutral,0.9907404184,0
"🎯 Key Takeaways for quick navigation:

00:00 *🍏 The Vision Pro is Apple's bet on the future of gaming*
- The Vision Pro focuses on perfecting little details, not headline features
- The headset does not have a killer app or blockbuster game
- It's marketed towards developers, who Apple hopes will build apps for the platform
02:29 *🎭 Discusses the aesthetic representation of characters in the Vision Pro*
- The realism of Apple Vision Pro avatars can make users feel uncomfortable 
- The detailed and improved animations make characters look more lifelike
- Suggests that the realism is a necessary step towards progress in VR technology
04:49 *🎮 Describes the basic functionalities and user experience of the Vision Pro*
- The headset is cushioned but has some weight
- Apple has efficiently solved the problem of pass-through technology
- Interaction model (using eyes for highlighting, hands for selection) expected to set industry standards 
07:24 *📽️ Talks about the media experience on Vision Pro*
- The media experience is immersive and interactive
- Users can change their surroundings to various digital locations
- Provides 3D movie experience, comparable to being in a theater
09:46 *🎥 Cameras on Vision Pro*
- The integration of cameras on the Vision Pro allows for ready-to-record capability
- Cameras on the headset are not as good as an iPhone's camera
- Vision Pro photos and videos has automatic depth adding a unique touch to them
11:37 *📲 The current apps available on Vision Pro*
- There are many optimized apps available and more being added often
- Shortage of blockbuster augmented reality games and maps
- Increasing potential of Vision Pro's capabilities 
13:02 *🔐 The dominance, control, and issues of Apple's ecosystem in Vision Pro*
- Prominent apps like Netflix, Spotify, YouTube are conspicuously missing
- Vision Pro can block the user from recording a scene from a show, controlling what users see and do
- The limitation of being unable to screen record or take video in low light due to potential negative representation of the product.
16:30 *🍏 Apple's ""built-for-Apple-users"" undertones*
- There are clear undertones of product features built with primary consideration for the Apple ecosystem
- Key apps like Netflix, YouTube and Spotify are not directly accessible creating a potential drawback for non-Apple users
16:59 *⚒️ Working with Vision Pro*
- Mirroring a laptop's display on the Vision Pro offers limited added value for professional work. It doesn't turn the mac into a virtual work platform.
- The resolution isn't higher than a quality monitor, making it a less efficient option for work purposes.
18:10 *👀 Eye-control issues*
- Need to consistently look at the input for the Vision Pro to work can lead to troublesome situations while performing tasks.
- Field of view in the Vision Pro is limited compared to human's full peripheral vision.
19:33 *🚫 Technical kinks and product limitations*
- There are certain technical limitations such as not being able to focus on objects too close and not being able to record or show anything in low light.
- Sound leakage lets others in the room hear what you are watching or listening to on your Vision Pro.
- Despite the incredible hardware, the Vision Pro feels lonely and disconnected from the physical world around the user.
20:14 *👥 Shared experiences and difficulty in connecting*
- Once the Vision Pro is on, the wearer becomes unaware of their surroundings, leading to a lack of personal connection.
- Transferring the Vision Pro for someone else to try may lead to fitting and adjusting issues due to its personalized design.
21:53 *💡 Dissolvement of boredom and the effect on the human attention span*
- Constantly being entertained can lead to a decrease in the attention span.
- Boredom, important for creativity, may dissolve with the emergence of devices like Vision Pro.
23:19 *🔍 Vision Pro and Meta Quest comparison*
- Though Vision Pro and Meta Quest are compared, they serve different purposes.
- Apple Vision Pro is more superior in terms of power, display quality, and possible future usability as a computer.

Made with HARPA AI",Negative,0.7717917562,-1
"👍👍video, Understood all this within first week of release just by paying attention to all the different video footage & what many different people described while using it, I have said ever since release this is public beta ($4000 cash to blow) device to experience a taste of future possibilities, marketing making this type device more publicly acceptable, development of future use cases, software apps and for Apple also learning more on how to improve the tech for future generations making it smaller lighter more comfortable cheaper more useable & mass marketable",Positive,0.9333370924,1
